0.104400,0.000149
0.229304,0.003594
0.288911,0.012809
0.324486,0.025733
0.376348,0.059971
0.420060,0.102648
0.463603,0.164202
0.499345,0.238214
0.531769,0.346596
0.548755,0.462956
0.551918,0.550742
0.547531,0.632583
0.535019,0.732410
0.518050,0.838215
